step,phase,phase_name,left_tcp_x,left_tcp_y,left_tcp_z,right_tcp_x,right_tcp_y,right_tcp_z,obj_x,obj_y,obj_z,left_grasped,right_grasped,pred_raw_left_dx,pred_raw_left_dy,pred_raw_left_dz,pred_real_left_dx,pred_real_left_dy,pred_real_left_dz,pred_raw_right_dx,pred_raw_right_dy,pred_raw_right_dz,pred_real_right_dx,pred_real_right_dy,pred_real_right_dz,pred_raw_left_gripper,pred_raw_right_gripper
0,0,LEFT_APPROACH_PRE,0.4431147873401642,0.3029959201812744,0.6739183068275452,0.44269227981567383,-0.3036159574985504,0.6764086484909058,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.45695847272872925,-0.050383925437927246,-0.15874120593070984,-0.018790864577862925,-0.002071867743586562,-0.006527692737062765,-0.569614589214325,0.8213090896606445,-1.7776936292648315,-0.005586065022131404,0.008054368804773818,-0.017433388102294018,0.5833278298377991,0.5068836212158203
1,0,LEFT_APPROACH_PRE,0.4441726505756378,0.30616700649261475,0.6746108531951904,0.42923420667648315,-0.308398574590683,0.6610144376754761,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.45186924934387207,-0.0647420883178711,-0.15845820307731628,-0.018703032446673335,-0.0026796985637609965,-0.006558642611551698,-0.5694237351417542,0.8260254859924316,-1.762298583984375,-0.0056159779674141135,0.008146729129057464,-0.017380782375005042,0.5836501717567444,0.5068780779838562
2,0,LEFT_APPROACH_PRE,0.445464164018631,0.31016382575035095,0.6760347485542297,0.41494783759117126,-0.31524011492729187,0.646248996257782,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.44802868366241455,-0.08261120319366455,-0.16196638345718384,-0.018532125998077634,-0.003417105382456606,-0.006699529595170187,-0.5663319826126099,0.8381398320198059,-1.7538673877716064,-0.005594332729837469,0.008279301255101812,-0.017325028485839174,0.5839329957962036,0.5069723129272461
3,0,LEFT_APPROACH_PRE,0.445879191160202,0.31284263730049133,0.6779815554618835,0.4017949104309082,-0.32217642664909363,0.6323266625404358,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.4434058964252472,-0.09989388287067413,-0.16730137169361115,-0.018310004214211133,-0.00412501825321196,-0.006908543268029717,-0.5627741813659668,0.849553108215332,-1.7461400032043457,-0.0055672073070512085,0.008404149352240492,-0.017273577407866367,0.5841814875602722,0.5070666074752808
4,0,LEFT_APPROACH_PRE,0.44572916626930237,0.31481969356536865,0.6800668835639954,0.3903171420097351,-0.32836881279945374,0.6187060475349426,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.43647289276123047,-0.11397959291934967,-0.1723535805940628,-0.01807663965968188,-0.004720494820940512,-0.007138068874667014,-0.5593136548995972,0.8585371971130371,-1.7366399765014648,-0.005547668140377204,0.008515578716932502,-0.017225222707412814,0.5843008756637573,0.5072064995765686
5,0,LEFT_APPROACH_PRE,0.4449061155319214,0.31600242853164673,0.6821894645690918,0.38037794828414917,-0.3337540328502655,0.6054415702819824,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.43007001280784607,-0.12213461101055145,-0.17784667015075684,-0.01787670801629198,-0.005076765909495179,-0.007392547490576557,-0.5562801361083984,0.8637255430221558,-1.726871371269226,-0.005536870533104025,0.008596993128866184,-0.017188216133208006,0.5844027400016785,0.5073474645614624
6,0,LEFT_APPROACH_PRE,0.44400766491889954,0.31709837913513184,0.6843217611312866,0.371837317943573,-0.33832892775535583,0.5926260352134705,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.4249609112739563,-0.12710003554821014,-0.18389463424682617,-0.01770042794942319,-0.005293957542697161,-0.007659560297001274,-0.5532141923904419,0.8667552471160889,-1.7170275449752808,-0.005528346502619287,0.008661605947447009,-0.01715849548643842,0.5844728350639343,0.5075315237045288
7,0,LEFT_APPROACH_PRE,0.4429057538509369,0.31794190406799316,0.6864321827888489,0.36456555128097534,-0.34210190176963806,0.5803331732749939,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.42076992988586426,-0.1305934637784958,-0.1896839141845703,-0.017544192904498095,-0.005445153652538815,-0.007908956759902159,-0.5503424406051636,0.8681564927101135,-1.7057421207427979,-0.005526874470939378,0.008718557033442018,-0.017130102797038242,0.5844762921333313,0.5077106952667236
8,0,LEFT_APPROACH_PRE,0.4417082369327545,0.31862202286720276,0.6884987354278564,0.3584460914134979,-0.34509190917015076,0.568619430065155,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.41767555475234985,-0.132900670170784,-0.19317863881587982,-0.017439767545640167,-0.0055491799030769765,-0.00806604676141433,-0.547892153263092,0.8712199330329895,-1.6976120471954346,-0.005519713467936588,0.008777063824069458,-0.01710251191667735,0.5844686031341553,0.5078343749046326
9,0,LEFT_APPROACH_PRE,0.4405309557914734,0.31934982538223267,0.6905416250228882,0.35337236523628235,-0.34732282161712646,0.5575270056724548,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.4150509238243103,-0.1346035599708557,-0.1961272805929184,-0.01735220583016279,-0.005627426766252977,-0.008199574429086184,-0.545852541923523,0.8734754920005798,-1.6895767450332642,-0.0055170517742385555,0.008828409035000637,-0.017076924009642086,0.58437579870224,0.5079222917556763
10,0,LEFT_APPROACH_PRE,0.4395247995853424,0.3201918303966522,0.6925744414329529,0.34924888610839844,-0.348823219537735,0.5470868945121765,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.4124598205089569,-0.13605518639087677,-0.19872307777404785,-0.01727130777098494,-0.005697163411204377,-0.008321313414717018,-0.5440627932548523,0.8748255372047424,-1.6814619302749634,-0.0055179816228125966,0.008872636205434681,-0.01705368598210698,0.5842723250389099,0.5080132484436035
11,0,LEFT_APPROACH_PRE,0.43843889236450195,0.32092785835266113,0.6945934295654297,0.3459838032722473,-0.349631667137146,0.5373251438140869,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.4098040759563446,-0.13728457689285278,-0.20082658529281616,-0.017198110214095317,-0.005761375795467297,-0.008428021951041293,-0.5425029993057251,0.875141441822052,-1.672909140586853,-0.005523388713333888,0.008910082282525099,-0.01703239885747302,0.5841403603553772,0.5081096887588501
12,0,LEFT_APPROACH_PRE,0.4372316300868988,0.32151541113853455,0.6966023445129395,0.3434986472129822,-0.34978315234184265,0.5282573699951172,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.4071264863014221,-0.1378384530544281,-0.20348888635635376,-0.017121912721973095,-0.005796866679861255,-0.008557829247948933,-0.5408438444137573,0.8753553628921509,-1.6638480424880981,-0.005529223939921383,0.008949044864674688,-0.01701006403962783,0.5839271545410156,0.5082070231437683
13,0,LEFT_APPROACH_PRE,0.43595653772354126,0.3220154345035553,0.6986005902290344,0.3417178690433502,-0.3493186831474304,0.5198955535888672,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.4033183157444,-0.13762611150741577,-0.2073606550693512,-0.017020338012704618,-0.00580792601225405,-0.008750776500943505,-0.5390514135360718,0.8758795261383057,-1.653615117073059,-0.005536247095440668,0.0089955899581639,-0.0169832072766838,0.5835822820663452,0.5083047151565552
14,0,LEFT_APPROACH_PRE,0.434658020734787,0.3224780261516571,0.7005835771560669,0.34057390689849854,-0.3482779562473297,0.5122474431991577,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.39969080686569214,-0.13624998927116394,-0.21113206446170807,-0.016931888701194577,-0.005771885703274414,-0.008944075158376958,-0.5374077558517456,0.8749938011169434,-1.641694188117981,-0.005550633499190521,0.009037401956297014,-0.016956291859896222,0.5831998586654663,0.5084152817726135
15,0,LEFT_APPROACH_PRE,0.433352530002594,0.32292723655700684,0.7025498747825623,0.3399987518787384,-0.3467106521129608,0.5053170919418335,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.39616769552230835,-0.13409064710140228,-0.21410763263702393,-0.01686311583157941,-0.005707648906156349,-0.009113619940220686,-0.535495400428772,0.8732906579971313,-1.6289221048355103,-0.005565726194562223,0.009076635741015342,-0.016930368441120437,0.5827946066856384,0.5085505843162537
16,0,LEFT_APPROACH_PRE,0.43204596638679504,0.3233739733695984,0.7045007944107056,0.3399311304092407,-0.3446637690067291,0.49910447001457214,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.3923059105873108,-0.13193640112876892,-0.21684511005878448,-0.016791721106354414,-0.0056472237397945805,-0.009281539005957594,-0.5336508750915527,0.871233344078064,-1.616738200187683,-0.0055806498121296465,0.009110915815731029,-0.01690702696138619,0.5823999643325806,0.5086818337440491
17,0,LEFT_APPROACH_PRE,0.4307447373867035,0.32382529973983765,0.7064366340637207,0.34031692147254944,-0.34218019247055054,0.4936063587665558,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.3888533115386963,-0.12961328029632568,-0.2194754034280777,-0.016726770813996348,-0.005575397121829992,-0.009440873109513219,-0.5321418046951294,0.8686147928237915,-1.6054970026016235,-0.005597395225277952,0.009136625333811496,-0.016887606230652986,0.5820131301879883,0.5087994337081909
18,0,LEFT_APPROACH_PRE,0.4294494390487671,0.3242831528186798,0.7083583474159241,0.34110555052757263,-0.33930402994155884,0.4888148605823517,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.3858253061771393,-0.12716111540794373,-0.22207489609718323,-0.016667121709458457,-0.005493185007003227,-0.009593329578458855,-0.5309652090072632,0.8654411435127258,-1.5952171087265015,-0.005615905247582951,0.009153585539840563,-0.0168722695573237,0.5816291570663452,0.5089021921157837
19,0,LEFT_APPROACH_PRE,0.4281596541404724,0.32474949955940247,0.7102662324905396,0.3420514464378357,-0.3363369107246399,0.48471271991729736,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.3830491006374359,-0.12493441998958588,-0.2245565950870514,-0.016608811125347178,-0.005417091911216558,-0.00973665795989445,-0.5300132632255554,0.8622698187828064,-1.5862241983413696,-0.005633555314555163,0.00916513803941761,-0.016860109704158736,0.5812849402427673,0.5089955925941467
20,0,LEFT_APPROACH_PRE,0.4268754720687866,0.3252233862876892,0.7121607065200806,0.34292304515838623,-0.33357763290405273,0.48122546076774597,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.3803730607032776,-0.12321223318576813,-0.2269064486026764,-0.016547680410810263,-0.005360202569789279,-0.009871296846540005,-0.5292037725448608,0.8596140742301941,-1.5787113904953003,-0.005648297438824647,0.009174832504506446,-0.016849901618609494,0.5809851884841919,0.509077250957489
21,0,LEFT_APPROACH_PRE,0.4255973696708679,0.3257027268409729,0.7140430212020874,0.34370478987693787,-0.33104318380355835,0.47825926542282104,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.3777472674846649,-0.12200886011123657,-0.22909967601299286,-0.016483659265801337,-0.005324068896313297,-0.009997162977378682,-0.5285166501998901,0.8574950695037842,-1.5725120306015015,-0.005660260704713352,0.009183524576873821,-0.01684114975589946,0.5807244181632996,0.5091477632522583
22,0,LEFT_APPROACH_PRE,0.42432546615600586,0.32618629932403564,0.715914249420166,0.34440144896507263,-0.32872283458709717,0.47573474049568176,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.3752855956554413,-0.12126962840557098,-0.2314106822013855,-0.016414154024370662,-0.005304062778244222,-0.010121386550699494,-0.5278762578964233,0.8554314374923706,-1.5669454336166382,-0.005671063288448892,0.00919004359142805,-0.016833957941199077,0.5805037617683411,0.5092151761054993
23,0,LEFT_APPROACH_PRE,0.4230605661869049,0.3266717791557312,0.7177747488021851,0.34501898288726807,-0.326603502035141,0.47358381748199463,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.3729015588760376,-0.12087740004062653,-0.23371487855911255,-0.016341444384743786,-0.0052971387840000175,-0.01024194884401248,-0.5272941589355469,0.8536945581436157,-1.562258243560791,-0.005679783798814461,0.00919562721928969,-0.01682796767416028,0.5803143382072449,0.5092766284942627
24,0,LEFT_APPROACH_PRE,0.42180299758911133,0.3271577060222626,0.7196245193481445,0.34556370973587036,-0.3246711194515228,0.4717484414577484,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.3704780340194702,-0.1207367554306984,-0.23593935370445251,-0.016266149208956325,-0.0053010486412206435,-0.010359115464912161,-0.5267974734306335,0.8524253964424133,-1.5585051774978638,-0.0056863230090377324,0.00920119474702997,-0.01682271517514685,0.5801483988761902,0.5093289017677307
25,0,LEFT_APPROACH_PRE,0.42055296897888184,0.3276430666446686,0.7214644551277161,0.34604308009147644,-0.3229118585586548,0.4701809585094452,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.36804211139678955,-0.1208285391330719,-0.2381134033203125,-0.016188331853680894,-0.00531464315715992,-0.010473417775833913,-0.526368260383606,0.8515490889549255,-1.5555641651153564,-0.00569090063022253,0.009206636516167,-0.016818189381622304,0.5800032019615173,0.5093738436698914
26,0,LEFT_APPROACH_PRE,0.4193107783794403,0.3281267583370209,0.7232942581176758,0.34646350145339966,-0.32131245732307434,0.46883976459503174,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.365627646446228,-0.12113481760025024,-0.24024568498134613,-0.01610853882001311,-0.005336863693801153,-0.010584557761093176,-0.5259793996810913,0.8510122299194336,-1.553320288658142,-0.005693604850885225,0.00921200975431686,-0.016814331389869396,0.5798767805099487,0.5094138383865356
27,0,LEFT_APPROACH_PRE,0.41807684302330017,0.32860779762268066,0.7251145243644714,0.34683138132095337,-0.31985849142074585,0.467690646648407,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.3632309138774872,-0.12162890285253525,-0.2423418015241623,-0.016026892759080223,-0.005366650546378474,-0.010692884101214108,-0.5256239771842957,0.8507769107818604,-1.551680088043213,-0.005694653255166166,0.009217386791138357,-0.01681102926789355,0.5797666907310486,0.5094494819641113
28,0,LEFT_APPROACH_PRE,0.41685137152671814,0.32908543944358826,0.726925790309906,0.3471521735191345,-0.31853795051574707,0.4667048454284668,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.3608510196208954,-0.12222830206155777,-0.24445754289627075,-0.015943126342334867,-0.005400293075030689,-0.010800627626954076,-0.525201678276062,0.8506428003311157,-1.550291895866394,-0.005694238576443642,0.009222672449027202,-0.016808270581249448,0.5796675682067871,0.5094894766807556
29,0,LEFT_APPROACH_PRE,0.4156345725059509,0.3295591473579407,0.7287276983261108,0.3474319279193878,-0.31733858585357666,0.46585673093795776,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.35848361253738403,-0.12297341227531433,-0.2465434968471527,-0.015857735250324585,-0.005439801838884863,-0.010905997830747902,-0.5248055458068848,0.8507530689239502,-1.54936683177948,-0.005692533674874861,0.009228066533494296,-0.01680588731408783,0.5795807242393494,0.5095260739326477
30,0,LEFT_APPROACH_PRE,0.4144267439842224,0.3300284445285797,0.7305205464363098,0.34767550230026245,-0.3162499964237213,0.46512606739997864,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.3561268448829651,-0.12384899705648422,-0.24860066175460815,-0.015770829930973285,-0.005484566799060906,-0.011009107607565473,-0.5244354605674744,0.8510887026786804,-1.5488578081130981,-0.0056896861305641925,0.009233600607920235,-0.016803811816045806,0.579504668712616,0.5095592141151428
31,0,LEFT_APPROACH_PRE,0.4132278263568878,0.33049285411834717,0.7323052287101746,0.347887247800827,-0.3152619004249573,0.46449556946754456,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.353779137134552,-0.12483896315097809,-0.2506328225135803,-0.015682476764695016,-0.005533916315136559,-0.01111016168837638,-0.5240875482559204,0.8516249060630798,-1.5487115383148193,-0.005685831995102689,0.009239288654794103,-0.016801989753504186,0.5794379115104675,0.5095892548561096
32,0,LEFT_APPROACH_PRE,0.4120385944843292,0.3309517204761505,0.7340810894966125,0.34807103872299194,-0.3143640160560608,0.4639502465724945,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.3514411449432373,-0.12592671811580658,-0.2526416480541229,-0.015592824451833744,-0.00558714663216928,-0.011209264834275938,-0.5237582921981812,0.852335512638092,-1.548876404762268,-0.0056811094537263865,0.009245125873372865,-0.016800376274365772,0.5793790817260742,0.5096167922019958
33,0,LEFT_APPROACH_PRE,0.4108584225177765,0.33140459656715393,0.7358490824699402,0.3482305407524109,-0.31354856491088867,0.46347740292549133,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.34911128878593445,-0.12710052728652954,-0.2546301484107971,-0.01550191112156304,-0.005643762149174483,-0.011306577748492492,-0.5234450101852417,0.8532021045684814,-1.5493134260177612,-0.0056756217244824944,0.009251119613021748,-0.016798931631093292,0.5793272256851196,0.5096420049667358
34,0,LEFT_APPROACH_PRE,0.40968823432922363,0.3318510055541992,0.7376086115837097,0.3483690321445465,-0.31280821561813354,0.4630664885044098,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.34679046273231506,-0.12834814190864563,-0.2565993666648865,-0.015409861816880142,-0.005703233923108842,-0.011402161268941955,-0.5231454372406006,0.8542061448097229,-1.549986720085144,-0.005669468534469775,0.009257262923851428,-0.016797625120693188,0.5792812705039978,0.5096651911735535
35,0,LEFT_APPROACH_PRE,0.40852802991867065,0.3322907090187073,0.7393602728843689,0.3484891951084137,-0.3121347427368164,0.46270936727523804,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.3444788455963135,-0.12965933978557587,-0.2585509717464447,-0.01531675950539248,-0.005765117221308077,-0.011496099411476316,-0.5228578448295593,0.8553302884101868,-1.5508652925491333,-0.005662740594748478,0.009263538061052085,-0.01679643508450609,0.5792405009269714,0.5096865892410278
36,0,LEFT_APPROACH_PRE,0.40737757086753845,0.33272358775138855,0.7411043047904968,0.348593145608902,-0.31152278184890747,0.4623977839946747,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.34217560291290283,-0.13102611899375916,-0.2604866027832031,-0.015222648920960405,-0.005829067274050138,-0.011588482840466253,-0.5225805044174194,0.8565616011619568,-1.5519224405288696,-0.005655511098789614,0.009269947120528234,-0.016795334905683714,0.5792041420936584,0.509706437587738
37,0,LEFT_APPROACH_PRE,0.4062374532222748,0.33314913511276245,0.7428404688835144,0.3486834764480591,-0.31096598505973816,0.4621255397796631,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.3398820459842682,-0.13243946433067322,-0.2624068856239319,-0.015127646138871482,-0.0058946842732282775,-0.01167934157459409,-0.5223121643066406,0.8578857779502869,-1.5531336069107056,-0.005647854132473863,0.009276471174319692,-0.016794309341271338,0.5791716575622559,0.5097249150276184
38,0,LEFT_APPROACH_PRE,0.40510764718055725,0.33356738090515137,0.7445696592330933,0.348761647939682,-0.3104594349861145,0.46188637614250183,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.33759719133377075,-0.1338931918144226,-0.2643136978149414,-0.015031773729047378,-0.0059616970012777715,-0.011768770004706384,-0.5220513343811035,0.8592925071716309,-1.554477572441101,-0.005639826819986884,0.009283111849346427,-0.016793337602545855,0.5791422724723816,0.5097421407699585
39,0,LEFT_APPROACH_PRE,0.40398815274238586,0.33397766947746277,0.7462911009788513,0.3488292396068573,-0.3099985122680664,0.4616761803627014,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.33539336919784546,-0.13527753949165344,-0.26597678661346436,-0.014942114346063351,-0.006026751418409888,-0.01184953527400388,-0.5217863321304321,0.8608107566833496,-1.5560405254364014,-0.00563105514171213,0.009289765827463648,-0.016792601610884663,0.5791144371032715,0.5097599625587463
40,0,LEFT_APPROACH_PRE,0.4028788208961487,0.3343806266784668,0.7480061054229736,0.3488878309726715,-0.30957847833633423,0.46149131655693054,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.33334630727767944,-0.13664576411247253,-0.2674922049045563,-0.014857864738821556,-0.006090555785352713,-0.011922624947065544,-0.5215185880661011,0.8625671863555908,-1.5580341815948486,-0.005620841835976736,0.00929660771131274,-0.016792236959884,0.5790941715240479,0.5097759962081909
41,0,LEFT_APPROACH_PRE,0.40177884697914124,0.3347760736942291,0.7497146725654602,0.3489384949207306,-0.3091956675052643,0.46132779121398926,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.3313335180282593,-0.13802814483642578,-0.26897332072257996,-0.014774154088701641,-0.00615467186213577,-0.011993514298683885,-0.5212497711181641,0.864428699016571,-1.560151219367981,-0.00561018195465792,0.009303797444184999,-0.016791819780869712,0.5790762901306152,0.5097906589508057
42,0,LEFT_APPROACH_PRE,0.40068867802619934,0.33516401052474976,0.7514175176620483,0.34898239374160767,-0.30884724855422974,0.4611828029155731,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.32932227849960327,-0.13942894339561462,-0.27043667435646057,-0.014689976994897685,-0.006219463743042631,-0.012063285068270375,-0.5209795832633972,0.8663271069526672,-1.5623618364334106,-0.005599247507525296,0.009310882902399387,-0.016791542124750737,0.5790605545043945,0.5098050236701965
43,0,LEFT_APPROACH_PRE,0.39960792660713196,0.3355444073677063,0.7531147003173828,0.34902042150497437,-0.3085293769836426,0.46105483174324036,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.32720544934272766,-0.1410088986158371,-0.27193859219551086,-0.014600349191714266,-0.006292007553865067,-0.012134267362396197,-0.5207350850105286,0.8683148622512817,-1.5646377801895142,-0.005588306839552891,0.00931838476661536,-0.01679102534118501,0.5790478587150574,0.5098170638084412
44,0,LEFT_APPROACH_PRE,0.39853742718696594,0.3359166085720062,0.7548061609268188,0.349053293466568,-0.30823928117752075,0.46094056963920593,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.3250761032104492,-0.14266899228096008,-0.27359452843666077,-0.014505863199863998,-0.006366315039620964,-0.012208602116668694,-0.5204962491989136,0.8704766035079956,-1.567148208618164,-0.005576621554117926,0.00932632770543351,-0.016790500396742517,0.5790351033210754,0.5098289251327515
45,0,LEFT_APPROACH_PRE,0.3974775969982147,0.3362799286842346,0.7564915418624878,0.349081814289093,-0.30797430872917175,0.4608394503593445,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.32295507192611694,-0.14435727894306183,-0.27536988258361816,-0.01440817946657088,-0.0064402939081052634,-0.012285234179139912,-0.5202561020851135,0.8727716207504272,-1.569849967956543,-0.0055642955508391715,0.009334555090803717,-0.01679001775697875,0.5790214538574219,0.5098406672477722
46,0,LEFT_APPROACH_PRE,0.39642858505249023,0.33663466572761536,0.7581707835197449,0.34910643100738525,-0.3077327609062195,0.46074825525283813,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.32073625922203064,-0.14612585306167603,-0.2772201895713806,-0.014305347980168364,-0.006517445773099055,-0.012364461968116774,-0.5200121998786926,0.875149130821228,-1.5726120471954346,-0.005551708288025071,0.009343189802030695,-0.01678938174585066,0.5790054202079773,0.5098502039909363
47,0,LEFT_APPROACH_PRE,0.39539089798927307,0.3369808495044708,0.7598438858985901,0.3491274416446686,-0.3075120151042938,0.4606669843196869,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.3185388445854187,-0.1480271965265274,-0.27891820669174194,-0.014203848300278743,-0.006600626201538591,-0.012437139028338911,-0.5197681188583374,0.8774338960647583,-1.5752323865890503,-0.005539640354036693,0.009351609000791267,-0.016788680527195936,0.5789917707443237,0.5098624229431152
48,0,LEFT_APPROACH_PRE,0.39436498284339905,0.3373170495033264,0.7615107893943787,0.3491460978984833,-0.3073105216026306,0.4605943262577057,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.3163541257381439,-0.14993177354335785,-0.2806076407432556,-0.014102025122122512,-0.006683464715939636,-0.012508564539778956,-0.5195278525352478,0.8797299861907959,-1.5778709650039673,-0.005527587403514599,0.009360007103435125,-0.016787973210609753,0.5789783596992493,0.5098742246627808
49,0,LEFT_APPROACH_PRE,0.39335063099861145,0.3376440107822418,0.7631723284721375,0.34916213154792786,-0.307125985622406,0.4605292081832886,0.5500000715255737,0.2000000923871994,0.06999992579221725,0.0,0.0,-0.31418120861053467,-0.15183860063552856,-0.28228968381881714,-0.013999874155085409,-0.006765908471046586,-0.012578791921452224,-0.5192907452583313,0.8820352554321289,-1.5805237293243408,-0.005515556269257438,0.009368383949120098,-0.01678725770406006,0.5789651274681091,0.5098856687545776
